color,confidence,from,id,label,title,to,type
#555555,1.0,entities/RiskAnalystAgent,entities/RiskAnalystAgent->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,entities/RiskIdentificationAgent,entities/RiskIdentificationAgent->entities/持仓管理与组合分析:EXTRACTED,,,entities/持仓管理与组合分析,EXTRACTED
#555555,1.0,entities/RiskIdentificationAgent,entities/RiskIdentificationAgent->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,entities/RocketMQ,entities/RocketMQ->entities/王信杰:EXTRACTED,,,entities/王信杰,EXTRACTED
#555555,1.0,entities/RocketMQ,entities/RocketMQ->entities/SpringCloudAlibaba:EXTRACTED,,,entities/SpringCloudAlibaba,EXTRACTED
#555555,1.0,entities/RSIStrategy,entities/RSIStrategy->sources/backtest-engine:EXTRACTED,,,sources/backtest-engine,EXTRACTED
#555555,1.0,entities/RSIStrategy,entities/RSIStrategy->entities/EnhancedRSIStrategy:EXTRACTED,,,entities/EnhancedRSIStrategy,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/OpenAI:EXTRACTED,,,entities/OpenAI,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/ChatGPT:EXTRACTED,,,entities/ChatGPT,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/GPT4:EXTRACTED,,,entities/GPT4,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/LargeLanguageModels:EXTRACTED,,,entities/LargeLanguageModels,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/GregBrockman:EXTRACTED,,,entities/GregBrockman,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/IlyaSutskever:EXTRACTED,,,entities/IlyaSutskever,EXTRACTED
#555555,1.0,entities/SamAltman,entities/SamAltman->entities/GPT:EXTRACTED,,,entities/GPT,EXTRACTED
#555555,1.0,entities/SectorAgentsService,entities/SectorAgentsService->entities/SectorStrategyService:EXTRACTED,,,entities/SectorStrategyService,EXTRACTED
#555555,1.0,entities/SectorAgentsService,entities/SectorAgentsService->entities/板块策略与大盘分析:EXTRACTED,,,entities/板块策略与大盘分析,EXTRACTED
#555555,1.0,entities/SectorAgentsService,entities/SectorAgentsService->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,entities/SectorAgentsService,entities/SectorAgentsService->concepts/UserProfiling:EXTRACTED,,,concepts/UserProfiling,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->entities/板块策略与大盘分析:EXTRACTED,,,entities/板块策略与大盘分析,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->concepts/SectorRotation:EXTRACTED,,,concepts/SectorRotation,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->entities/SectorRotation:EXTRACTED,,,entities/SectorRotation,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->concepts/MoneyFlowStrategy:EXTRACTED,,,concepts/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/SectorDataProvider,entities/SectorDataProvider->entities/MoneyFlowStrategy:EXTRACTED,,,entities/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/SectorRotation,entities/SectorRotation->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/SectorRotation,entities/SectorRotation->entities/MainForceAccumulation:EXTRACTED,,,entities/MainForceAccumulation,EXTRACTED
#555555,1.0,entities/SectorRotation,entities/SectorRotation->sources/sector-strategy-and-market-analysis:EXTRACTED,,,sources/sector-strategy-and-market-analysis,EXTRACTED
#555555,1.0,entities/SectorStrategyService,entities/SectorStrategyService->entities/板块策略与大盘分析:EXTRACTED,,,entities/板块策略与大盘分析,EXTRACTED
#555555,1.0,entities/SectorStrategyService,entities/SectorStrategyService->entities/SectorAgentsService:EXTRACTED,,,entities/SectorAgentsService,EXTRACTED
#555555,1.0,entities/SectorStrategyService,entities/SectorStrategyService->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,entities/SectorStrategyService,entities/SectorStrategyService->entities/APScheduler:EXTRACTED,,,entities/APScheduler,EXTRACTED
#555555,1.0,entities/SectorStrategyService,entities/SectorStrategyService->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->entities/MacroAnalystAgent:EXTRACTED,,,entities/MacroAnalystAgent,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->entities/QuantitativeAnalystAgent:EXTRACTED,,,entities/QuantitativeAnalystAgent,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->entities/EventAnalystAgent:EXTRACTED,,,entities/EventAnalystAgent,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,entities/SentimentAnalystAgent,entities/SentimentAnalystAgent->concepts/SentimentAnalysis:EXTRACTED,,,concepts/SentimentAnalysis,EXTRACTED
#555555,1.0,entities/ShortTermBreakout,entities/ShortTermBreakout->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/ShortTermBreakout,entities/ShortTermBreakout->entities/MainForceAccumulation:EXTRACTED,,,entities/MainForceAccumulation,EXTRACTED
#555555,1.0,entities/ShortTermBreakout,entities/ShortTermBreakout->entities/ControlledPullback:EXTRACTED,,,entities/ControlledPullback,EXTRACTED
#555555,1.0,entities/SimonWillison,entities/SimonWillison->entities/Datasette:EXTRACTED,,,entities/Datasette,EXTRACTED
#555555,1.0,entities/SimonWillison,entities/SimonWillison->sources/things-we-learned-about-llms-in-2024:EXTRACTED,,,sources/things-we-learned-about-llms-in-2024,EXTRACTED
#555555,1.0,entities/SimonWillison,entities/SimonWillison->entities/Claude:EXTRACTED,,,entities/Claude,EXTRACTED
#555555,1.0,entities/SimonWillison,entities/SimonWillison->entities/Evaluation:EXTRACTED,,,entities/Evaluation,EXTRACTED
#555555,1.0,entities/SpringBoot,entities/SpringBoot->entities/能源大数据平台:EXTRACTED,,,entities/能源大数据平台,EXTRACTED
#555555,1.0,entities/SpringBoot,entities/SpringBoot->entities/慧公寓管理系统:EXTRACTED,,,entities/慧公寓管理系统,EXTRACTED
#555555,1.0,entities/SpringBoot,entities/SpringBoot->entities/王信杰:EXTRACTED,,,entities/王信杰,EXTRACTED
#555555,1.0,entities/SpringCloudAlibaba,entities/SpringCloudAlibaba->entities/王信杰:EXTRACTED,,,entities/王信杰,EXTRACTED
#555555,1.0,entities/SpringCloudAlibaba,entities/SpringCloudAlibaba->entities/RocketMQ:EXTRACTED,,,entities/RocketMQ,EXTRACTED
#555555,1.0,entities/SQLAlchemy,entities/SQLAlchemy->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/SQLAlchemy,entities/SQLAlchemy->sources/data-model-overview:EXTRACTED,,,sources/data-model-overview,EXTRACTED
#555555,1.0,entities/SQLAlchemy,entities/SQLAlchemy->entities/PostgreSQL:EXTRACTED,,,entities/PostgreSQL,EXTRACTED
#555555,1.0,entities/StatisticalArbitrage,entities/StatisticalArbitrage->concepts/MoneyFlowStrategy:EXTRACTED,,,concepts/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/StatisticalArbitrage,entities/StatisticalArbitrage->entities/MoneyFlowStrategy:EXTRACTED,,,entities/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/StatisticalArbitrage,entities/StatisticalArbitrage->concepts/QuantitativeAnalysis:EXTRACTED,,,concepts/QuantitativeAnalysis,EXTRACTED
#555555,1.0,entities/StatisticalArbitrage,entities/StatisticalArbitrage->entities/QuantitativeAnalysis:EXTRACTED,,,entities/QuantitativeAnalysis,EXTRACTED
#555555,1.0,entities/StockDataCoordinator,entities/StockDataCoordinator->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/StockDataCoordinator,entities/StockDataCoordinator->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,entities/StockDataCoordinator,entities/StockDataCoordinator->entities/TechnicalAnalystAgent:EXTRACTED,,,entities/TechnicalAnalystAgent,EXTRACTED
#555555,1.0,entities/StockDataCoordinator,entities/StockDataCoordinator->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,entities/StockDataCoordinator,entities/StockDataCoordinator->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/StockKlineCacheService,entities/StockKlineCacheService->entities/板块策略与大盘分析:EXTRACTED,,,entities/板块策略与大盘分析,EXTRACTED
#555555,1.0,entities/StockKlineCacheService,entities/StockKlineCacheService->entities/SectorDataProvider:EXTRACTED,,,entities/SectorDataProvider,EXTRACTED
#555555,1.0,entities/StockKlineCacheService,entities/StockKlineCacheService->entities/A股市场:EXTRACTED,,,entities/A股市场,EXTRACTED
#555555,1.0,entities/StockKlineCacheService,entities/StockKlineCacheService->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/StreamingAnalysisService,entities/StreamingAnalysisService->entities/ConnectionManager:EXTRACTED,,,entities/ConnectionManager,EXTRACTED
#555555,1.0,entities/StreamingAnalysisService,entities/StreamingAnalysisService->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,entities/StreamingAnalysisService,entities/StreamingAnalysisService->entities/TechnicalAnalystAgent:EXTRACTED,,,entities/TechnicalAnalystAgent,EXTRACTED
#555555,1.0,entities/StreamingAnalysisService,entities/StreamingAnalysisService->entities/FundamentalAnalystAgent:EXTRACTED,,,entities/FundamentalAnalystAgent,EXTRACTED
#555555,1.0,entities/STRONG_BUY,entities/STRONG_BUY->entities/持仓管理与组合分析:EXTRACTED,,,entities/持仓管理与组合分析,EXTRACTED
#555555,1.0,entities/STRONG_BUY,entities/STRONG_BUY->entities/HOLD:EXTRACTED,,,entities/HOLD,EXTRACTED
#555555,1.0,entities/STRONG_BUY,entities/STRONG_BUY->entities/STRONG_SELL:EXTRACTED,,,entities/STRONG_SELL,EXTRACTED
#555555,1.0,entities/STRONG_SELL,entities/STRONG_SELL->entities/持仓管理与组合分析:EXTRACTED,,,entities/持仓管理与组合分析,EXTRACTED
#555555,1.0,entities/STRONG_SELL,entities/STRONG_SELL->entities/STRONG_BUY:EXTRACTED,,,entities/STRONG_BUY,EXTRACTED
#555555,1.0,entities/STRONG_SELL,entities/STRONG_SELL->entities/HOLD:EXTRACTED,,,entities/HOLD,EXTRACTED
#555555,1.0,entities/SubscriptionPlan,entities/SubscriptionPlan->sources/subscription-payment-system:EXTRACTED,,,sources/subscription-payment-system,EXTRACTED
#555555,1.0,entities/SubscriptionPlan,entities/SubscriptionPlan->entities/UserSubscription:EXTRACTED,,,entities/UserSubscription,EXTRACTED
#555555,1.0,entities/SubscriptionPlan,entities/SubscriptionPlan->entities/DailyUsageStats:EXTRACTED,,,entities/DailyUsageStats,EXTRACTED
#555555,1.0,entities/T5,entities/T5->entities/Google:EXTRACTED,,,entities/Google,EXTRACTED
#555555,1.0,entities/T5,entities/T5->concepts/Transformer:EXTRACTED,,,concepts/Transformer,EXTRACTED
#555555,1.0,entities/T5,entities/T5->concepts/AttentionMechanism:EXTRACTED,,,concepts/AttentionMechanism,EXTRACTED
#555555,1.0,entities/T5,entities/T5->sources/attention-is-all-you-need:EXTRACTED,,,sources/attention-is-all-you-need,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->sources/ai-intelligent-analysis-system:EXTRACTED,,,sources/ai-intelligent-analysis-system,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->entities/FundamentalAnalystAgent:EXTRACTED,,,entities/FundamentalAnalystAgent,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->entities/FundFlowAnalystAgent:EXTRACTED,,,entities/FundFlowAnalystAgent,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->entities/RiskAnalystAgent:EXTRACTED,,,entities/RiskAnalystAgent,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->entities/NewsAnalystAgent:EXTRACTED,,,entities/NewsAnalystAgent,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->concepts/AIMultiAgentStockAnalysis:EXTRACTED,,,concepts/AIMultiAgentStockAnalysis,EXTRACTED
#555555,1.0,entities/TechnicalAnalystAgent,entities/TechnicalAnalystAgent->entities/TechnicalAnalysis:EXTRACTED,,,entities/TechnicalAnalysis,EXTRACTED
#555555,1.0,entities/ThreadingRebuildTest,entities/ThreadingRebuildTest->sources/threading-rebuild-test:EXTRACTED,,,sources/threading-rebuild-test,EXTRACTED
#555555,1.0,entities/ThreadingRebuildTest,entities/ThreadingRebuildTest->sources/log-file-test:EXTRACTED,,,sources/log-file-test,EXTRACTED
#555555,1.0,entities/ThreadingRebuildTest,entities/ThreadingRebuildTest->sources/graph-rebuild-verify:EXTRACTED,,,sources/graph-rebuild-verify,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->concepts/SectorRotation:EXTRACTED,,,concepts/SectorRotation,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->entities/SectorRotation:EXTRACTED,,,entities/SectorRotation,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->concepts/MoneyFlowStrategy:EXTRACTED,,,concepts/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/TrendMomentum,entities/TrendMomentum->entities/MoneyFlowStrategy:EXTRACTED,,,entities/MoneyFlowStrategy,EXTRACTED
#555555,1.0,entities/TrendTracking,entities/TrendTracking->concepts/MomentumStrategy:EXTRACTED,,,concepts/MomentumStrategy,EXTRACTED
#555555,1.0,entities/TrendTracking,entities/TrendTracking->entities/MomentumStrategy:EXTRACTED,,,entities/MomentumStrategy,EXTRACTED
#555555,1.0,entities/TrendTracking,entities/TrendTracking->sources/main-fund-selection-system:EXTRACTED,,,sources/main-fund-selection-system,EXTRACTED
#555555,1.0,entities/TrendTracking,entities/TrendTracking->entities/TrendMomentum:EXTRACTED,,,entities/TrendMomentum,EXTRACTED
#555555,1.0,entities/Tushare,entities/Tushare->sources/backtest-engine:EXTRACTED,,,sources/backtest-engine,EXTRACTED
#555555,1.0,entities/Tushare,entities/Tushare->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/TushareClient,entities/TushareClient->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/TushareClient,entities/TushareClient->entities/TusharePro:EXTRACTED,,,entities/TusharePro,EXTRACTED
#555555,1.0,entities/TushareClient,entities/TushareClient->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,entities/TushareClient,entities/TushareClient->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/TusharePro,entities/TusharePro->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/TusharePro,entities/TusharePro->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/TusharePro,entities/TusharePro->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/TusharePro,entities/TusharePro->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,entities/TusharePro,entities/TusharePro->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->entities/DeepSeek:EXTRACTED,,,entities/DeepSeek,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->entities/Qwen:EXTRACTED,,,entities/Qwen,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->entities/Kimi:EXTRACTED,,,entities/Kimi,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->entities/GLM:EXTRACTED,,,entities/GLM,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->concepts/StockSelectionStrategy:EXTRACTED,,,concepts/StockSelectionStrategy,EXTRACTED
#555555,1.0,entities/UserProfileSystem,entities/UserProfileSystem->concepts/RiskManagement:EXTRACTED,,,concepts/RiskManagement,EXTRACTED
#555555,1.0,entities/UserSubscription,entities/UserSubscription->sources/subscription-payment-system:EXTRACTED,,,sources/subscription-payment-system,EXTRACTED
#555555,1.0,entities/UserSubscription,entities/UserSubscription->entities/SubscriptionPlan:EXTRACTED,,,entities/SubscriptionPlan,EXTRACTED
#555555,1.0,entities/UserSubscription,entities/UserSubscription->entities/DailyUsageStats:EXTRACTED,,,entities/DailyUsageStats,EXTRACTED
#555555,1.0,entities/ValueStable,entities/ValueStable->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/ValueStable,entities/ValueStable->entities/GrowthPotential:EXTRACTED,,,entities/GrowthPotential,EXTRACTED
#555555,1.0,entities/ValueStable,entities/ValueStable->entities/LowRiskIncome:EXTRACTED,,,entities/LowRiskIncome,EXTRACTED
#555555,1.0,entities/ValueStrategy,entities/ValueStrategy->concepts/HighDividendLowVol:EXTRACTED,,,concepts/HighDividendLowVol,EXTRACTED
#555555,1.0,entities/ValueStrategy,entities/ValueStrategy->entities/HighDividendLowVol:EXTRACTED,,,entities/HighDividendLowVol,EXTRACTED
#555555,1.0,entities/ValueStrategy,entities/ValueStrategy->concepts/QualityStrategy:EXTRACTED,,,concepts/QualityStrategy,EXTRACTED
#555555,1.0,entities/ValueStrategy,entities/ValueStrategy->entities/QualityStrategy:EXTRACTED,,,entities/QualityStrategy,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->sources/attention-is-all-you-need:EXTRACTED,,,sources/attention-is-all-you-need,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->concepts/Transformer:EXTRACTED,,,concepts/Transformer,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/Google:EXTRACTED,,,entities/Google,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/LargeLanguageModels:EXTRACTED,,,entities/LargeLanguageModels,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/GPT:EXTRACTED,,,entities/GPT,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/BERT:EXTRACTED,,,entities/BERT,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/T5:EXTRACTED,,,entities/T5,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->entities/LLaMA:EXTRACTED,,,entities/LLaMA,EXTRACTED
#555555,1.0,entities/Vaswani,entities/Vaswani->concepts/AttentionMechanism:EXTRACTED,,,concepts/AttentionMechanism,EXTRACTED
#555555,1.0,entities/VolumePriceBreakout,entities/VolumePriceBreakout->concepts/TrendTracking:EXTRACTED,,,concepts/TrendTracking,EXTRACTED
#555555,1.0,entities/VolumePriceBreakout,entities/VolumePriceBreakout->entities/TrendTracking:EXTRACTED,,,entities/TrendTracking,EXTRACTED
#555555,1.0,entities/VolumePriceBreakout,entities/VolumePriceBreakout->concepts/AIAgent:EXTRACTED,,,concepts/AIAgent,EXTRACTED
#555555,1.0,entities/WalkForwardAnalysis,entities/WalkForwardAnalysis->sources/backtest-engine:EXTRACTED,,,sources/backtest-engine,EXTRACTED
#555555,1.0,entities/WencaiAPI,entities/WencaiAPI->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/WencaiAPI,entities/WencaiAPI->entities/Tushare:EXTRACTED,,,entities/Tushare,EXTRACTED
#555555,1.0,entities/WencaiAPI,entities/WencaiAPI->concepts/DataPipeline:EXTRACTED,,,concepts/DataPipeline,EXTRACTED
#555555,1.0,entities/ZKP,entities/ZKP->entities/慧公寓管理系统:EXTRACTED,,,entities/慧公寓管理系统,EXTRACTED
#555555,1.0,entities/ZKP,entities/ZKP->entities/HyperledgerFabric:EXTRACTED,,,entities/HyperledgerFabric,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->sources/stock-data-service:EXTRACTED,,,sources/stock-data-service,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->entities/大盘指数服务:EXTRACTED,,,entities/大盘指数服务,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->entities/板块策略数据服务:EXTRACTED,,,entities/板块策略数据服务,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->concepts/Backtesting:EXTRACTED,,,concepts/Backtesting,EXTRACTED
#555555,1.0,entities/价格监控与预警系统,entities/价格监控与预警系统->entities/Backtesting:EXTRACTED,,,entities/Backtesting,EXTRACTED
#555555,1.0,entities/分时线服务,entities/分时线服务->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,entities/分时线服务,entities/分时线服务->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,entities/大盘云图,entities/大盘云图->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/大盘云图,entities/大盘云图->entities/大盘指数服务:EXTRACTED,,,entities/大盘指数服务,EXTRACTED
#555555,1.0,entities/大盘云图,entities/大盘云图->entities/板块策略数据服务:EXTRACTED,,,entities/板块策略数据服务,EXTRACTED
#555555,1.0,entities/大盘云图,entities/大盘云图->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,entities/大盘云图,entities/大盘云图->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/大盘云图双表机制,entities/大盘云图双表机制->entities/大盘云图:EXTRACTED,,,entities/大盘云图,EXTRACTED
#555555,1.0,entities/大盘云图双表机制,entities/大盘云图双表机制->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/大盘云图双表机制,entities/大盘云图双表机制->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,entities/大盘指数服务,entities/大盘指数服务->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/大盘指数服务,entities/大盘指数服务->entities/TusharePro:EXTRACTED,,,entities/TusharePro,EXTRACTED
#555555,1.0,entities/大盘指数服务,entities/大盘指数服务->entities/AKShare:EXTRACTED,,,entities/AKShare,EXTRACTED
#555555,1.0,entities/大盘指数服务,entities/大盘指数服务->entities/大盘云图:EXTRACTED,,,entities/大盘云图,EXTRACTED
#555555,1.0,entities/大盘指数服务,entities/大盘指数服务->entities/板块策略数据服务:EXTRACTED,,,entities/板块策略数据服务,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/HyperledgerFabric:EXTRACTED,,,entities/HyperledgerFabric,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/ZKP:EXTRACTED,,,entities/ZKP,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/DeepLearning:EXTRACTED,,,entities/DeepLearning,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/GeneticAlgorithm:EXTRACTED,,,entities/GeneticAlgorithm,EXTRACTED
#555555,1.0,entities/慧公寓管理系统,entities/慧公寓管理系统->entities/王信杰:EXTRACTED,,,entities/王信杰,EXTRACTED
#555555,1.0,entities/板块策略数据服务,entities/板块策略数据服务->entities/股票数据服务:EXTRACTED,,,entities/股票数据服务,EXTRACTED
#555555,1.0,entities/板块策略数据服务,entities/板块策略数据服务->entities/大盘指数服务:EXTRACTED,,,entities/大盘指数服务,EXTRACTED
#555555,1.0,entities/板块策略数据服务,entities/板块策略数据服务->entities/大盘云图:EXTRACTED,,,entities/大盘云图,EXTRACTED
#555555,1.0,entities/板块策略数据服务,entities/板块策略数据服务->entities/统一数据源管理器:EXTRACTED,,,entities/统一数据源管理器,EXTRACTED
#555555,1.0,entities/板块策略数据服务,entities/板块策略数据服务->entities/MainFundSelection:EXTRACTED,,,entities/MainFundSelection,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/海康威视:EXTRACTED,,,entities/海康威视,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/Redis:EXTRACTED,,,entities/Redis,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/HyperledgerFabric:EXTRACTED,,,entities/HyperledgerFabric,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/DeepLearning:EXTRACTED,,,entities/DeepLearning,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/GeneticAlgorithm:EXTRACTED,,,entities/GeneticAlgorithm,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/能源大数据平台:EXTRACTED,,,entities/能源大数据平台,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/慧公寓管理系统:EXTRACTED,,,entities/慧公寓管理系统,EXTRACTED
#555555,1.0,entities/王信杰,entities/王信杰->entities/SpringBoot:EXTRACTED,,,entities/SpringBoot,EXTRACTED
#555555,1.0,entities/监控引擎,entities/监控引擎->entities/价格监控与预警系统:EXTRACTED,,,entities/价格监控与预警系统,EXTRACTED
#555555,1.0,entities/监控引擎,entities/监控引擎->entities/AI智能盯盘:EXTRACTED,,,entities/AI智能盯盘,EXTRACTED
