color,group,id,label,language,last_updated,links,markdown,parent,path,preview,tags,type,value
#3F51B5,8,sources/etf-c6f436,ETF专区,,2026-05-09,[],"---
title: ""ETF专区""
type: ""source""
tags: """"
date: ""2026-05-09""
source_file: ""raw-inbox/fetched/web/2026-05-09-etf-c6f436-2.md""
---

## Summary

该文章主要汇集了财经新闻、股市行情、公司动态及市场分析等内容，涵盖A股、港股、美股等市场表现，以及行业趋势、机构观点和个股异动等信息。同时，文章还提供了交易提示、资金流向、业绩报告等实用数据，并包含对养老产业、新能源、科技等领域的专题报道。

## Key Claims

- 福达合金实现4连板，并正在筹划重大投资项目。
- 碳酸锂价格冲上20万元/吨，被称为“白色石油”再度走强。
- 段永平清仓中国神华并买入泡泡玛特，称能看懂其创始人王宁的厉害之处。
- 中信建投证券因红相股份造假案再遭监管重罚。
- 社保基金大举扫货，重仓股名单公布。

## Key Quotes

> (待补充)

## Connections

- (待补充)

## Contradictions

- (暂无)

---

## Original Content

财经股票新股券商基金港股美股地产期货碳频道维权博客股市汇

客户端

行业仓储业 酿酒业生物医药环保旅游证券保险充电桩基因芯片有色煤炭零售食品饮料 概念健康中国新能源车上海自贸锂电池创业板

涨幅榜跌幅榜成交额换手率资金流向

成份股 涨幅榜

涨跌幅成份股创投概念

涨跌幅 成份股

成份股行业贡献估值

涨跌幅成交量蓝筹股红筹股A+H比价ADR行情

亚洲股市经济数据财经日历环球滚动

欧洲股市经济数据财经日历环球滚动

成份股中国概念股板块异动热门美股经济数据

黄金ETF相关内盘实物金价黄金分析

布伦特原油相关内盘能源股机构看盘

外盘期货 CBOT黄豆油 期市要闻

机构看市经济数据专家坐堂滚动新闻

[四大报头条] [财经早报] [交易提示] [股海导航] [操盘必读] [千股千评] [博客看市] [VIP金股] [大v解盘]

[ 4连板牛股突发，正筹划大项目！冲上20万元/吨，“白色石油”又牛了！ ]

查看更多

交易提示

操盘必读

最新公告

滚动 行情

证券报

早晚报

实时大单

涨幅排行

股市雷达

涨速排行

行业涨幅

概念涨幅

龙虎榜

融资融券

限售解禁

大宗交易

内部交易

基金重仓

业绩报表

业绩预告

业绩快报

财务对比

市盈排行

业绩预测

千股千评

机构荐股

MSCI概念

资金流向

环球股指

股价预测

[券业重磅！霍达履新招商金控 风控专家朱江涛代任招商证券董事长]


[ 段永平清仓中国神华买入泡泡玛特，称能看懂王宁有多厉害 ]

省政协围绕“推动养老产业高质量发展”赴无锡

今世缘探索绿色酿造新路径

方大集团北方重工首台9000t/h排土机开始安装

浦发银行长沙分行开展青年金融宣教活动

领益智造斩获“液冷核心部件卓越贡献奖”

营收五年来首次负增长，长沙银行个人贷款不良

万科推进高管薪酬改革：划定绩效占比不低于50

最新酷睿i5值得买榜 主流网游与3A大作双优解方

2026台式电脑值得买清单 飞腾平台安全稳定适合

母亲节丨英维克祝天下所有母亲，节日快乐！

元道通信拟被罚23883.68万元，律师征集受损股

S佳通独立董事辞职，此前被立案受损股民维权预

ST龙大主力净流出172.58万元，或还因此前信披

ST清越预处罚落地面临股民索赔，公司相关方拟

*ST天喻主力净流出704.62万元，还因此前信披违

10万台！比亚迪又获大单

中信建投证券再遭监管重拳，红相股份造假案牵

远东股份：算电协同按下提速键！从“电支撑算

北京科博会上的科技与狠活：机器人当店员、眼

深化校企协同创新 | 柳工与中国矿业大学（北京

前阿里巴巴达摩院自动驾驶核心成员创业，「瑆

更多公司要闻

深扒机器人「App Store」：动作很多但全是舞蹈

南京半导体“小巨人”重启IPO，比亚迪是大客户

抢回城商行“头把交椅”，江苏银行新任董事长

非经常性损益拖累 津药药业业绩“双降”

前4个月我国货物贸易进出口总值同比增长14.9%

深圳福田区车公庙万科滨海云中心（万科滨海置

游族网络联合人民网发布“具身交互语料数据集

兰石重装内控失守违规被罚，一季度净亏3963.9

中际旭创803名员工，获“奖”14亿元股票

金健米业召开营销工作会议

卡莱特参投无问芯穹，深耕AI基础设施，算力调

中国汽车工业协会：网传“新能源车企因锁电问

昆仑芯启动上市辅导，2025年出货量比肩寒武纪

*ST威领负债激增、利息费用高企却很“慷慨”，

奋斗的青春 | 张海光：一个农业工程大学生的“

集团党委书记、董事长高浩孟赴镇洋发展调研指

固德威、阳光电源、国轩高科等 20 余家企业密

方灿豪：愈挫愈勇，炼成世界技能大赛移动机器

安顺市与中航重机股份有限公司座谈会召开

中航重机召开2026年一季度经营分析会

有色金属行业2025年&2026Q1总结：青山遮不

返回 更多>>

5月8日沪深两市涨停分析：福达合金4连板

收评：创指跌近1% 科创50跌超2% 机

快讯：沪指午后震荡回升翻红 光纤概念持续

午评：深成指、创指半日均跌近1% 人形机

快讯：创指跌幅收窄 CPO概念股低开高走

开盘：三大指数集体低开 半导体板块跌幅居

操盘必读：影响股市利好或利空消息_202

股海导航_2026年5月8日_沪深股市公

四大证券报头版头条内容精华摘要_2026

收评：深成指、创指双双涨超1% 光纤概念

快讯：创业板指、深证成指双双涨超1% 光

午评：北证50半日涨近3% CPO概念强

A股先行赔付第六单！清越科技连续三年造假

快讯：北证50涨超3% 机器人概念震荡走

快讯：指数午后窄幅震荡 贵金属板块拉升

快讯：创业板指涨超3%，科创50涨超9%

逆流而上的浪客：科创债规模大涨，真的只利好债市？

carfield_ball：小微盘股创高，真就全是利好信号？

露风清扬：小微盘股新高，岂是躺赢这么简单？

清萍末弈风：AI光通信走高，科技板块异动

倒骑牛上山：两公司造假退市，当真只是个案这么简单？

概念爱好者：高盛超配A股，岂止利好这么简单？

是尤里乌呀：中小银行增资潮，当真没有隐忧？

守望云图：银行增资潮起，ROE分化加剧

卖在无人问津时：中小银行增资，行业格局生变

数钱老克勒：中小银行增资潮起，怎会仅利好金融？

贾绅士爱财：中小银行增资潮起，资本结构优化

信息钱眼：银行ROE下滑，仅是周期影响？

塔勒布之眼：锂电业绩大增，真的全是利好？

忒修斯本金：妖股涨超20倍，难道仅靠概念支撑？

逆流而上的浪客：军工赛道走强，难道全靠政策利好？

carfield_ball：航天板块领涨，真的只是消息催化？

露风清扬：AI+能源政策落地，莫非暗藏新走向？

清萍末弈风：存储板块爆火，怎会全靠风口推动？

倒骑牛上山：外资加码布局，怎会仅是看好这么简单？

概念爱好者：退市监管趋严，难道仅影响问题个股？

电子病历龙头嘉和美康艰难防守？疑遭价格与成本双重冲击 毛利率断崖式下滑

思创医惠财务造假后更名思创智联洗白？主业仍差 苍南县国资为何3亿接盘造假亏损标的

卫宁健康业绩虚胖？红利期后一地鸡毛 应收款收入占比达135%AI业务仍未成气候

鹰眼预警：*ST恒久应收账款增速高于营业收入增速

鹰眼预警：*ST赛隆营业收入与净利润变动背离

鹰眼预警：仕净科技营业收入大幅下降

鹰眼预警：天力锂能经营活动净现金流/净利润比值低于行业均值

鹰眼预警：东方新能营业收入大幅下降

鹰眼预警：五粮液营业收入大幅下降

鹰眼预警：诚益通营业收入大幅下降

大举扫货！社保基金重仓股，来了！

葛卫东家族，221亿元持仓曝光

董承非、杨东、裘国根……私募大佬踪迹曝光！

资金青睐电子板块 机构建议把握景气方向

持仓 踏浪AI大潮 中际旭创蝉联公募头号重仓股

外资布局中国一线调研：注意力先行，资金有序跟进

三公司本月迎超百家机构调研 中国制造业或迎“第三次重估”

稳定股市！工行、农行、建行纷纷出手，多家券商积极响应

估值收缩或结束！公募二季度布局思路曝光，科技仍是第一选择

知名企业家陈丽华去世，其丈夫是“唐僧”迟重瑞！她幼时家贫高中辍学，白手起家成中国女首富

十倍股预警、跨界者扩产，AI引爆的电子布正加速“泡沫化”？

“断崖式”下跌37%，黄金首饰卖不动了

4月SLG预估流水TOP20：海外老大哥遇冷，世纪华通四线攀升

大跌37%，金饰卖不动了

一季度黄金市场“消费冷、投资热”：首饰销量同比降37%，金条金币增46%

中信建投：新科技快速发展，健康睡眠带来家纺新机遇，软体家居表现超预期

告别增长时代，医药重画生死线

国产人工心脏“DeepSeek时刻”：核心医疗 Corheart 6硬核突围

“十五五”开局电网投资放量 电力设备上市公司密集斩获大单

空缺一年多后，福建省大数据集团董事长到位

中金：资产配置手册 全球资产100年

国金宏观：正在到来的供给冲击

东海期货宏观数据观察：4月制造业PMI超预期，经济总体产出持续扩张

中信证券：沃什提名听证会有哪些增量信息？

国金宏观：停火后的悬念

国联民生：中东局势下资产配置的三层叙事

回到战前位置，人民币一枝独秀

国金宏观：渐行渐近的衰退交易

东海期货宏观数据观察：2月CPI大超预期，通胀继续修复回升

华创张瑜：关税、美元与中国复苏验证

千亿巨头，大调仓！什么信号？

千亿级景林，调仓路径曝光

千亿分红，就在下周！

1.5万亿元险资重仓股曝光

张云明履新西北工业大学党委书记，曾任工业和信息化部副部长

突发！投资大佬，清仓式减持AI巨头

美锦能源转债跌穿面值背后：货币资金无法覆盖未转股余额 业绩续亏氢能故事或难以为继

兴证策略：大涨背后，谁在加仓港股？持续性如何？

A股又一大牛股诞生，周内大涨60%，4股年内涨超200%

中东资金增仓！主权基金硬科技、资源两手抓！

投资评级选股>>

明天，从节奏来看，我们首选商业航天

今晚睡不着觉了！你知道是为什么吗？就在刚

一、开盘15分钟：看穿主力的“真实意图”

贯穿2026年的市场主线：商业航天+脑机

A股明天开盘

#上证指数##黄金白银将迎新年第一劫##

重仓白银的赶紧看！大顶信号炸锅

放大招！放大招了！就在刚刚！上海放大招了

微博上同步一下近期群里分享的操作

9.47万散户的财运来了生益科技：公司拟

一眼看懂：委内瑞拉对大A的情绪机会利好：

#囤积茅台的人把前几年赚的都吐出来了##

累计放贷超过20000亿

在黄金市场的这些年，我把盘面当作地图

盘点2025年那些涨停板超过20次的14

大A：节后开盘哪些不能碰？1：得润电子（

1月5日 随记今天白天也是特别忙

开年人气王非金风科技莫属！核心密码“蓝箭

周日晚间股市个股利好重磅消息：看看有没有

人形机器人“三剑客”:一、主板锋龙股份

新手炒股快速入门

教你快速了解股市

大众投资者入门书

风雨小散路

巴菲特投资真经

索罗斯投资三板斧

高管操纵股市黑幕

股市钱规则

政府与市场之间

主力控盘法

揭开股市的怪圈

股市大突破

庄家心理操纵术

股经

陆一良心说股事

主力操盘潜规则

私募是怎样炼成的

解套第一课

终身有钱花

第三次世界大萧条

还原金融真相

高端博弈：操纵

股市财富秘诀

金融道

行情中心行业板块资金流向

股市雷达实时大单 新三板

沪深300成交明细分价表

港股行情美股行情沪深债券

外汇行情股指期货

国债期货商品期货环球股指

新浪股市汇博客看市微博看市

新浪证券官方微博 股市直播室

龙虎榜投资评级限售解禁大宗交易

内部交易主力排行阶段统计

业绩报表业绩预告业绩预测财务对比

市盈排行分红融资成长能力

股价提醒模拟炒股自选股

股票计算器手机客户端

数据诊股千股千评个股九宫智能诊断

强势股神秘吸筹

中国证券报大众证券报上海证券报华夏时报人民网股票

证券时报网投资者报全景网南方都市报新京报新财富

中国经营报中国经济网财经网中金在线金融时报红周刊

证券时报证券日报理财周刊每日经济新闻中国网证券

经济观察报证券市场周刊同花顺金融网股市动态分析

第一财经巨潮资讯网中华网财经

银河证券招商证券方正证券宏源证券西南证券南京证券

长江证券湘财证券中信证券华讯财经光大证券华泰证券

国泰君安中泰证券巨丰投顾北京股商山东神光广发证券

东北证券广州万隆爱股票今日投资天相投顾国元证券

中原证券国金证券兴业证券海通证券

沪深股票、基金、债券、港股、美股、国内期货、外汇、黄金等行情，除有特别标明外，均为实时行情；其他行情至少延时15分钟。新浪财经免费提供的行情数据以及其他资料均来自合作方，仅作为用户获取信息之目的，并不构成投资建议。新浪财经以及其合作机构不为本页面提供的信息错误、残缺、延时或因依靠此信息所采取的任何行动负责。市场有风险，投资需谨慎。
",,wiki/sources/etf-c6f436.md,## Summary 该文章主要汇集了财经新闻、股市行情、公司动态及市场分析等内容，涵盖A股、港股、美股等市场表现，以及行业趋势、机构观点和个股异动等信息。同时，文章还提供了交易提示、资金流向、业绩报告等实用数据，并包含对养老产业、新能源、科技等领域的专题报道。 ## Key Claims,,source,1
#00BCD4,11,sources/final-iteration-test,Final Iteration Test,,2026-05-08,"['Transformer', 'NeuralNetworks']","---
title: ""Final Iteration Test""
type: source
tags: [test, iteration, graph]
date: 2026-05-08
source_file: raw/final-iteration-test.md
---

## Summary

A minimal test document for verifying complete ingestion and automatic graph rebuild pipeline. It references [[Transformer]] and [[NeuralNetworks]].

## Key Claims

- This document triggers full ingestion pipeline and automatic graph regeneration.

## Key Quotes

> ""This document tests the complete ingestion and auto graph rebuild pipeline.""

## Connections

- [[Transformer]] — referenced architecture
- [[NeuralNetworks]] — referenced concept

## Contradictions

None detected.",,wiki/sources/final-iteration-test.md,## Summary A minimal test document for verifying complete ingestion and automatic graph rebuild pipeline. It references [[Transformer]] and [[NeuralNetworks]]. ## Key Claims,"['test', 'iteration', 'graph']",source,4
#00BCD4,11,sources/finally-block-test,Finally Block Test,,2026-05-08,"['Transformer', 'NeuralNetworks']","---
title: ""Finally Block Test""
type: source
tags: [test, graph, finally]
date: 2026-05-08
source_file: raw/finally-block-test.md
---

## Summary

A minimal test document that validates the finally block in the background graph rebuild pipeline executes correctly after ingestion.

## Key Claims

- This document tests whether the finally block of the graph rebuild pipeline runs after source ingestion, ensuring graph regeneration completes even if unexpected errors occur.

## Key Quotes

> ""This document tests the finally block background graph rebuild.""

## Connections

- [[Transformer]] — related through graph rebuild concepts
- [[NeuralNetworks]] — general AI knowledge graph context

## Contradictions

None detected.",,wiki/sources/finally-block-test.md,## Summary A minimal test document that validates the finally block in the background graph rebuild pipeline executes correctly after ingestion. ## Key Claims,"['test', 'graph', 'finally']",source,3
#00BCD4,11,sources/github-hermes-ecosystem,GitHub Hermes 生态系统综述,,2026-05-02,"['NousResearch', 'Meta', 'HermesAgent', 'HermesJSEngine', 'AIAgent', 'ReactNative', 'SelfImprovingAI']","---
title: ""GitHub Hermes 生态系统综述""
type: source
tags: [hermes, ai-agent, javascript-engine, github, open-source]
date: 2026-05-02
source_file: raw/github-hermes-ecosystem.md
---

## Summary

GitHub 上名为 ""Hermes"" 的项目横跨多个领域：最热门的是 NousResearch 开源的 **Hermes Agent**（⭐128,747），一个自我进化的 AI Agent 框架；其次是 Meta/Facebook 的 **Hermes JavaScript 引擎**（⭐11,017），专为 React Native 优化。此外还有 Hermes WebUI、Hermes Workspace 等生态项目，以及 HashiCorp 的文档管理系统和 Cornell 的 RAG 优化框架等同名项目。

## Key Claims

- Hermes Agent 是目前 GitHub 上星标数最高的 AI Agent 项目之一（128K+ stars），由 Nous Research 开发
- Hermes Agent 的核心理念是""自我改进闭环""：从经验中创建技能、使用中改进技能、跨会话搜索历史、构建用户模型
- Hermes JS 引擎是 React Native 的默认 JavaScript 引擎，采用 AOT 编译和紧凑字节码优化启动性能
- Hermes 生态系统包含 WebUI、Workspace、Self-Evolution、Orange Book 等多个子项目

## Key Quotes

> ""The self-improving AI agent built by Nous Research. It's the only agent with a built-in learning loop."" — Hermes Agent README

> ""Hermes is a JavaScript engine optimized for fast start-up of React Native apps. It features ahead-of-time static optimization and compact bytecode."" — Facebook/Hermes README

> ""The agent that grows with you"" — Hermes Agent Slogan

## Connections

- [[NousResearch]] — Hermes Agent 的开发组织，专注于开源 AI 研究
- [[Meta]] — Hermes JavaScript 引擎的开发公司，用于 React Native
- [[HermesAgent]] — 最热门的 Hermes 项目，自我进化 AI Agent
- [[HermesJSEngine]] — React Native 优化的 JavaScript 引擎
- [[AIAgent]] — 核心概念，Hermes Agent 的本质
- [[ReactNative]] — Hermes JS 引擎的应用平台
- [[SelfImprovingAI]] — Hermes Agent 的核心理念

## Contradictions

- Hermes Agent 和 Hermes JS Engine 名称相同但完全无关，分别属于 AI 和移动开发两个不同领域
",,wiki/sources/github-hermes-ecosystem.md,"## Summary GitHub 上名为 ""Hermes"" 的项目横跨多个领域：最热门的是 NousResearch 开源的 **Hermes Agent**（⭐128,747），一个自我进化的 AI Agent 框架；其次是 Meta/Facebook 的 **Hermes JavaScript 引擎**（⭐11,017），专为 React Native 优化。此外还有 Hermes WebUI、Hermes Workspace 等","['hermes', 'ai-agent', 'javascript-engine', 'github', 'open-source']",source,10
#00BCD4,11,sources/graph-rebuild-verify,Graph Rebuild Verify,,2026-05-08,"['AttentionMechanism', 'Transformer', 'DeepLearning']","---
title: ""Graph Rebuild Verify""
type: source
tags: [graph, test, verification]
date: 2026-05-08
source_file: raw/graph-rebuild-verify.md
---

## Summary

A minimal test document that verifies automatic graph rebuild after ingestion. It explicitly references the [[AttentionMechanism]] and neural networks.

## Key Claims

- This document triggers graph regeneration to ensure the knowledge graph updates correctly when new content is ingested.
- Mentions [[AttentionMechanism]] as a core concept and neural networks as a broader field.

## Key Quotes

> ""This document verifies automatic graph rebuild.""

## Connections

- [[AttentionMechanism]] — the core concept referenced in the document
- [[Transformer]] — closely related architecture
- [[DeepLearning]] — broader context

## Contradictions

None detected.",,wiki/sources/graph-rebuild-verify.md,## Summary A minimal test document that verifies automatic graph rebuild after ingestion. It explicitly references the [[AttentionMechanism]] and neural networks. ## Key Claims,"['graph', 'test', 'verification']",source,8
#00BCD4,11,sources/intro-to-llms,Introduction to Large Language Models,,2024-01-15,"['LargeLanguageModels', 'GPT', 'BERT', 'Transformer', 'OpenAI', 'AttentionMechanism']","---
title: ""Introduction to Large Language Models""
type: source
tags: [article, llm, overview]
date: 2024-01-15
source_file: raw/intro-to-llms.md
---

## Summary
A comprehensive overview of how [[LargeLanguageModels]] work, from tokenization to autoregressive generation, covering [[GPT]], [[BERT]], and modern architectures.

## Key Claims
- LLMs are fundamentally next-token predictors trained on vast corpora.
- Scaling laws predict that model capability improves predictably with compute, data, and parameters.
- Emergent abilities appear abruptly at certain scale thresholds.

## Key Quotes
> ""The surprising effectiveness of simply predicting the next word at scale has reshaped our understanding of intelligence.""

## Connections
- [[GPT]] — decoder-only architecture
- [[BERT]] — encoder-only architecture
- [[Transformer]] — foundational architecture
- [[OpenAI]] — leading research lab
- [[AttentionMechanism]] — core mechanism

## Contradictions
- Some researchers argue emergent abilities are a metric artifact rather than a fundamental property.
",,wiki/sources/intro-to-llms.md,"## Summary A comprehensive overview of how [[LargeLanguageModels]] work, from tokenization to autoregressive generation, covering [[GPT]], [[BERT]], and modern architectures. ## Key Claims","['article', 'llm', 'overview']",source,9
#CDDC39,9,sources/iteration-test,Iteration Test,,2026-05-08,[],"---
title: ""Iteration Test""
type: source
tags: [test, iteration]
date: 2026-05-08
source_file: raw/iteration-test.md
---

## Summary

A minimal test document for verifying iteration behavior. It mentions ArtificialIntelligence and MachineLearning as key concepts.

## Key Claims

- This document is a simple placeholder for iteration testing.

## Key Quotes

> ""This is a test document for iteration verification.""

## Connections

- ArtificialIntelligence — mentioned as a key concept
- MachineLearning — mentioned as a key concept

## Contradictions

None detected.
",,wiki/sources/iteration-test.md,## Summary A minimal test document for verifying iteration behavior. It mentions ArtificialIntelligence and MachineLearning as key concepts. ## Key Claims,"['test', 'iteration']",source,1
#00BCD4,11,sources/latte-claude-code-fork,Latte — Claude Code 可构建分支 (AGENTS.md),,2026-05-08,"['Anthropic', 'Claude', 'OpenAI', 'DeepSeek', 'Qwen', 'Bun', 'Ink', 'ClaudeCode', 'HermesAgent', 'github-hermes-ecosystem']","---
title: ""Latte — Claude Code 可构建分支 (AGENTS.md)""
type: source
tags: [claude-code, fork, latte, bun, typescript, ai-agent]
date: 2026-05-08
source_file: raw/uploads/AGENTS.md
---

## Summary

AGENTS.md 是 **latte** 项目的操作指引文件。latte 是 [[Anthropic]] [[Claude]] Code CLI（版本 2.1.90）的一个可构建分支（fork），由用户 wxj-1019 维护。核心差异包括：移除遥测、移除安全硬编码守卫、解锁 54 个实验性功能、内置中文界面与多模型支持（通过 [[OpenAI]] 兼容适配器接入 [[DeepSeek]]、Kimi、GLM、[[Qwen]]、Ollama 等第三方模型）。项目使用 [[Bun]] 运行时（>=1.3.11）和 TypeScript 开发，基于 React 19 + [[Ink]] 构建终端 UI，采用 Feature Flag 编译时死代码消除（DCE）机制。

## Key Claims

- Latte 移除了所有外部分析、崩溃报告和会话指纹采集，并提供更开放的控制权
- 通过编译时特性开关解锁 54 个上游默认禁用的实验性功能
- 内置中文交互支持，可通过 OpenAI 兼容适配器接入 [[DeepSeek]]、Kimi、GLM、[[Qwen]]、Ollama 等第三方模型
- 使用 Bun 作为运行时和构建工具，采用 `bun build --compile` 打包为单个可执行文件
- 构建时 Feature Flag 通过 `feature()` 函数实现死代码消除（DCE），未启用功能在编译时被移除
- 查询流水线核心：`QueryEngine.submitMessage()` → 构建 System Prompt → 处理用户输入 → `query()` 循环（流式调用 API、解析 tool_use、权限检查、执行 Tool、循环直至 stop_reason）→ Auto Compact → 输出
- 支持多种模型提供商：[[Anthropic]]（默认）、[[OpenAI]] 兼容、AWS Bedrock、Google Vertex、Anthropic Foundry
- 项目无自动化测试套件，完全依赖手动测试
- 采用 NPM 平台分包发布模式（`@zenjiro-latte/latte-code`），与 esbuild、prisma 等行业标准一致
- 源自 [[Anthropic]] 的 [[ClaudeCode]] 项目（https://docs.anthropic.com/en/docs/claude-code）

## Key Quotes

> ""latte 是 Anthropic Claude Code CLI 的一个可构建分支（fork）""

> ""移除遥测：去除了所有外部分析、崩溃报告和会话指纹采集。""

> ""Feature Flag 通过 bun:bundle 的 feature() 函数实现编译时死代码消除（DCE）。未启用的 feature 会在构建时被整体移除。""

## Connections

- [[Claude]] — 上游项目 Claude Code CLI 的创造者
- [[Anthropic]] — 上游项目的开发者
- [[Bun]] — 核心运行时和构建工具
- [[OpenAI]] — 兼容适配层，支持接入外部模型
- [[DeepSeek]] — 通过 OpenAI 兼容适配支持的第三方模型提供商
- [[Qwen]] — 通过 OpenAI 兼容适配支持的第三方模型提供商
- Ollama — 本地模型运行平台，通过 OpenAI 兼容适配支持
- [[Ink]] — 终端 UI 框架（React for CLI）
- MCP — Model Context Protocol，通过 `@modelcontextprotocol/sdk` 支持
- TypeScript — 项目语言
- React — 终端 UI 层使用的框架
- [[HermesAgent]] — 同为 AI Agent 类工具，但 latte 更偏向 CLI 编程助手而非自主 Agent
- [[ClaudeCode]] — 上游基础项目

## Contradictions

- 与[[github-hermes-ecosystem|GitHub Hermes 生态系统综述]]无直接矛盾，两者属于不同领域的 AI 编程工具（latte 专注于 CLI 编程助手，Hermes Agent 专注于自我进化 AI Agent）
- 与现有 wiki 中关于 [[ClaudeCode]] 的描述无冲突，latte 本质是 Claud Code 的可选分支，拓展了其功能和可插拔性
",,wiki/sources/latte-claude-code-fork.md,## Summary AGENTS.md 是 **latte** 项目的操作指引文件。latte 是 [[Anthropic]] [[Claude]] Code CLI（版本 2.1.90）的一个可构建分支（fork），由用户 wxj-1019 维护。核心差异包括：移除遥测、移除安全硬编码守卫、解锁 54 个实验性功能、内置中文界面与多模型支持（通过 [[OpenAI]] 兼容适配器接入 [[DeepSeek]]、Kimi、GLM、[[,"['claude-code', 'fork', 'latte', 'bun', 'typescript', 'ai-agent']",source,12
#00BCD4,11,sources/log-file-test,Log File Test,,2026-05-08,"['log-verify-test', 'threading-rebuild-test', 'graph-rebuild-verify']","---
title: ""Log File Test""
type: source
tags: [test, log, graph]
date: 2026-05-08
source_file: raw/log-file-test.md
---

## Summary

A minimal test document that validates background graph rebuild with file logging works correctly after ingestion.

## Key Claims

- This document tests whether the graph rebuild pipeline's file-based logging mechanism correctly records operations after ingestion.

## Key Quotes

> ""This document tests background graph rebuild with file logging.""

## Connections

- [[log-verify-test]] — related through logging verification tests
- [[threading-rebuild-test]] — related through threading rebuild tests
- [[graph-rebuild-verify]] — related through graph rebuild verification

## Contradictions

None detected.",,wiki/sources/log-file-test.md,## Summary A minimal test document that validates background graph rebuild with file logging works correctly after ingestion. ## Key Claims,"['test', 'log', 'graph']",source,7
#00BCD4,11,sources/log-verify-test,Log Verify Test,,2026-05-08,"['Transformer', 'NeuralNetworks']","---
title: ""Log Verify Test""
type: source
tags: [test, log, graph]
date: 2026-05-08
source_file: raw/log-verify-test.md
---

## Summary

A minimal test document that verifies background graph rebuild logging is working correctly. It references [[Transformer]] and graph rebuild pipeline concepts.

## Key Claims

- This document tests whether graph rebuild operations are properly logged after ingestion.

## Key Quotes

> ""This document verifies background graph rebuild logging.""

## Connections

- [[Transformer]] — referenced architecture
- [[NeuralNetworks]] — referenced concept

## Contradictions

None detected.",,wiki/sources/log-verify-test.md,## Summary A minimal test document that verifies background graph rebuild logging is working correctly. It references [[Transformer]] and graph rebuild pipeline concepts. ## Key Claims,"['test', 'log', 'graph']",source,5
